locus_tag,gene_name,logFC,Pvalue,q.value
P_02547,,0.293635265,0.351276449,
P_02548,,-0.101456504,0.717310885,0.922347349
P_02549,,0.069690804,0.815979447,0.955386593
P_02550,,-0.147357858,0.618140655,0.883146147
P_00257,fdhA_1,-0.480384425,0.087413831,0.386379479
P_02551,,-0.118514898,0.668542439,0.904083575
P_02552,,-0.128677439,0.61818047,0.883146147
P_02553,,-0.187037884,0.565725218,
P_02554,recF_3,0.069222345,0.783775847,0.944018958
P_02555,rep_2,-0.124749302,0.615883659,0.882357441
P_02556,,-0.417907817,0.454235409,
P_02557,,-0.475588375,0.383156604,
P_02558,,-0.66244101,0.060821697,
P_02559,,-0.516118716,0.043467808,0.261436818
P_02560,bcr_2,-0.017724662,0.944986092,0.981240771
P_00258,purU_2,-0.074292554,0.826319146,
P_02561,xerC_4,0.045133312,0.883601034,0.966633691
P_02562,,-0.143664799,0.568316962,0.857579262
P_02563,arnC_2,-0.050917339,0.816628142,0.955510056
P_02564,arnA,-0.067697685,0.759042744,0.938289081
P_02565,arnD,-0.167850496,0.474313025,0.816386705
P_02566,arnT_2,0.040586808,0.858899991,0.959796055
P_02567,arnE_2,-0.090232948,0.761482997,
P_02568,arnF_2,0.023208176,0.931357248,0.977964386
P_02569,rkpK,-0.09985872,0.658570517,0.901482938
P_02570,,-0.044583768,0.852375295,0.959292568
P_00259,soxG,-0.399493108,0.254287721,
P_02571,,-0.138339268,0.690218612,
P_02572,,0.698537054,0.03991264,
P_02573,menB_2,0.237704331,0.342208894,0.723754372
P_02574,mmgC_4,-0.08469094,0.748284587,0.935074931
P_02575,gcd,0.102140191,0.64260809,0.894456999
P_02576,,0.049185393,0.917400338,
P_02577,ddc,0.114713547,0.760662858,
P_02578,,-0.406067841,0.088077401,0.387401238
P_02579,,1.417258841,0.070511333,
P_02580,lon_2,-0.878691214,0.000129586,0.006205156
P_00260,soxA_1,-0.021082504,0.948514734,0.981902032
P_02581,,-0.212118683,0.417379383,0.77997231
P_02582,,-0.176308847,0.541879019,0.844707068
P_02583,cmoA,0.34398628,0.221942582,0.595037932
P_02584,cmoB_1,0.548532954,0.055076733,0.299871132
P_02585,tadA,0.044123035,0.901509401,
P_02586,mmcO,0.270454476,0.252889008,0.633940621
P_02587,pdxJ,0.054389752,0.828740626,0.95592068
P_02588,recO,0.369993526,0.249127102,
P_02589,era,0.556047447,0.016259983,0.143912408
P_02590,rnc,0.729404548,0.001794032,0.036025323
P_00261,soxD_1,-0.431544733,0.471241867,
P_02591,lepB,0.6253386,0.004772946,0.066767617
P_02592,lepA,0.721569377,0.001088611,0.02557209
P_02593,lptG,0.325108249,0.154817695,0.506343337
P_02594,lptF,0.380690198,0.099714544,0.415192011
P_02595,,0.380725434,0.561184754,
P_02596,pepA,-0.372987473,0.092065705,0.399345032
P_02597,holC,0.113435009,0.726034016,
P_02598,,0.212035136,0.394853055,0.764969232
P_02599,valS,0.138344561,0.530442581,0.835245802
P_02600,rlmF,0.2322243,0.337406402,0.720044321
P_00262,soxB_1,0.053004821,0.874895945,
P_02601,hupB_3,-0.015725326,0.9429121,0.980872847
P_02602,yejK_2,0.119592993,0.607988841,0.879147627
P_02603,,0.121704947,0.672372811,0.904083575
P_02604,,0.029566123,0.913186228,0.972832448
P_02605,,0.215381132,0.525243542,
P_02606,,0.49750467,0.360332274,
P_02607,,-0.36208589,0.649649557,
P_02608,,0.439494111,0.244685235,
P_02609,,-0.415863242,0.584639475,
P_02610,fecI_4,0.027287828,0.95703495,
P_00263,glyA_1,0.293548497,0.399256292,
P_02611,fecR_3,0.277845513,0.540386243,
P_02612,fecA_1,-0.123561289,0.681415378,
P_02613,dmlR_7,0.131795055,0.622996266,0.8836272
P_02614,stp,-0.232920249,0.40089488,0.768518923
P_02615,,-0.81349733,0.000200806,0.008032839
P_02616,gcvA_5,0.393734771,0.173044419,0.531951361
P_02617,sdaA_1,0.10299107,0.773205,
P_02618,sdaC_1,0.355010824,0.330258622,
P_02619,,0.16181674,0.529176195,0.835245802
P_02620,psiE,-0.238197275,0.422454817,
P_00026,yjmC,-0.211416358,0.453841128,0.799823229
P_00264,,0.127962609,0.672347293,
P_02621,,-0.692478779,0.194390092,
P_02622,ldh,0.19582824,0.394055182,0.764969232
P_02623,,-0.189614435,0.44355134,0.795647849
P_02624,pcaK_1,-0.154019585,0.692660607,
P_02625,nagL_1,-0.489068437,0.109909888,0.432799819
P_02626,,-0.451471965,0.103604144,0.423073896
P_02627,hmgA,-0.194629255,0.438731562,0.793056386
P_02628,kdgR_2,-0.081810925,0.76619864,0.940128751
P_02629,dacC_2,0.032125821,0.906157704,0.971934496
P_02630,fhuA_3,0.178207673,0.499616732,0.829029116
P_00265,ltaE_1,-0.280989374,0.236832191,0.613006399
P_02631,sbp_2,-0.100464487,0.656544,0.901397631
P_02632,,-0.001855321,0.995037048,0.997150046
P_02633,,-0.01113355,0.974994805,
P_02634,ttuE,-0.347745787,0.370883131,
P_02635,ttuD,-0.097042179,0.790354425,
P_02636,glxR,-0.531198904,0.065350705,0.330738326
P_02637,hyi,-0.445708085,0.12065872,0.451563448
P_02638,gcl,0.295171733,0.210267061,0.582170107
P_02639,,0.00151746,0.997839587,
P_02640,,-0.145192576,0.775598132,
P_00266,,-0.016330991,0.969617196,
P_02641,rutR_1,0.136467974,0.595412066,0.873816922
P_02642,yedI,-0.174665679,0.507714051,0.829029116
P_02643,,-0.127993169,0.620199758,0.883146147
P_02644,,0.337697101,0.145045745,0.488499421
P_02645,,0.241706086,0.543753923,
P_02646,,0.515108686,0.049997702,0.282513489
P_02647,,0.448840014,0.09235073,0.399405907
P_02648,yjcH,-0.388872821,0.133903465,0.471375534
P_02649,actP,-0.294970702,0.232567873,0.606744716
P_02650,,-0.266233657,0.347587251,0.726995942
P_00267,iaaM_2,-0.345383753,0.222500066,0.595725984
P_02651,gltA,-0.268883211,0.219020066,0.591924707
P_02652,sdhC,0.278852202,0.209894604,0.582170107
P_02653,sdhD,0.313680954,0.158866517,0.51220346
P_02654,sdhA,0.156905207,0.471878673,0.814695306
P_02655,sdhB,-0.029508,0.892364014,0.968292149
P_02656,sucA,-0.092029717,0.671584441,0.904083575
P_02657,sucB,-0.302238359,0.166725874,0.522838126
P_02658,lpdG,-0.187558199,0.392405264,0.764929152
P_02659,sucC,-0.064647326,0.766885165,0.940662099
P_02660,sucD,-0.128372049,0.560798634,0.855620664
P_00268,,0.584505886,0.057608125,0.30714917
P_02661,brnQ,0.323925835,0.158940779,0.51220346
P_02662,,0.354437804,0.172440558,0.530969071
P_02663,,-0.595431712,0.0120316,0.120477286
P_02664,,0.055472861,0.879369432,
P_02665,,-0.054937771,0.912187655,
P_02666,htpG,-0.854640029,7.56007E-05,0.004249246
P_02667,,-0.926628025,2.56995E-05,0.00188211
P_02668,,-0.349989444,0.166310183,0.522838126
P_02669,,-0.721168928,0.004471659,0.064237101
P_02670,,0.155448804,0.577613953,0.862265434
P_00269,ramA_2,0.316162468,0.250903869,0.630636576
P_02671,,-0.436310518,0.115593931,0.442813675
P_02672,fabB_2,-0.325523226,0.137933849,0.476477407
P_02673,fabA,-0.141463993,0.530143507,0.835245802
P_02674,rcsC_8,-0.057669046,0.835660821,0.95592068
P_02675,,0.401761001,0.272774891,
P_02676,btuB_5,0.205469986,0.396748775,0.766213378
P_02677,gpsA,-0.257777132,0.266864622,0.648918856
P_02678,,-0.246118125,0.34310075,0.724275059
P_02679,sixA,-0.374882754,0.157558293,0.510094488
P_02680,,-0.244452576,0.415314598,0.778324147
P_00270,hcr,-0.062520387,0.802168415,0.951917866
P_02681,,-0.093537994,0.710966254,0.92198932
P_02682,,0.167691872,0.484004263,0.821333904
P_02683,menH_1,0.10920634,0.703101466,0.918163191
P_02684,,0.11150742,0.683178442,0.9096826
P_02685,ydiK_1,0.190865782,0.446845028,0.797377652
P_02686,sasA_14,0.264202192,0.419172619,
P_02687,ompR_4,-0.010570399,0.970007228,0.988630278
P_02688,pyrF,0.649807881,0.009034515,0.10287778
P_02689,bcp,-0.017507446,0.944823288,0.981240771
P_02690,gcvR,0.054586562,0.822161604,0.955510056
P_00271,hcaE,0.099566743,0.692961795,0.915634849
P_02691,dapA_1,0.416000703,0.059392888,0.312723944
P_02692,bamC,0.234465675,0.29829858,0.679771323
P_02693,yycJ,0.456169987,0.05072257,0.284287748
P_02694,purC,0.151696853,0.511081918,0.829029116
P_02696,intQ,0.021687467,0.941372651,
P_02697,,-0.895718393,0.206802579,
P_02698,,-0.505797621,0.695035354,
P_02699,,-0.47777733,0.537639566,
P_02700,,-0.465078676,0.662885309,
P_02701,,0.158267529,0.690467138,
P_00272,,0.010495994,0.984271663,
P_02702,,-0.132139115,0.784482849,
P_02703,,-0.003524739,0.9936543,
P_02704,,-0.594590338,0.106783224,
P_02705,,-0.653806842,0.230579677,
P_02706,,-0.877169164,0.24903905,
P_02707,,-0.629834832,0.316166201,
P_02708,,-0.345043004,0.681368824,
P_02709,,0.342222017,0.565353621,
P_02710,,0.084608729,0.926802774,
P_02711,prtR_3,0.137706698,0.565216029,0.855728361
P_00273,fixB,-0.169773593,0.6634551,
P_02712,,-0.026346007,0.952144609,
P_02713,,-0.320484742,0.409104194,
P_02714,,0.176371378,0.726239577,
P_02715,,-0.146941336,0.66879487,
P_02716,,-0.509942481,0.400381901,
P_02717,,-0.248040824,0.30540042,0.68936185
P_02718,,-0.183244217,0.574664301,
P_02719,,-0.319471242,0.699134267,
P_02720,,-0.409689209,0.60564777,
P_02721,,0.039171023,0.907233153,
P_00027,iolG_1,-0.217322552,0.502639914,
P_00274,lutA_1,0.283619541,0.342765099,0.724275059
P_02722,,0.619696758,0.246519116,
P_02723,,-0.302620975,0.392285016,
P_02724,,-2.088075673,0.421269056,
P_02725,,0.338443615,0.390432666,
P_02726,,-0.164398918,0.642216135,
P_02727,,-0.651251248,0.340714364,
P_02728,,-0.201742694,0.636852171,
P_02729,,-1.041801819,0.276129185,
P_02730,,-1.738562507,0.269759203,
P_02731,,-0.281834038,0.738819386,
P_00275,stcD,0.181394978,0.584629504,
P_02732,,-0.541745183,0.435655605,
P_02733,,-0.648017064,0.188957468,
P_02734,,-0.497021817,0.526248731,
P_02735,,-0.377810731,0.561963341,
P_02736,,-0.383618399,0.53047144,
P_02737,,-0.13980708,0.651647474,
P_02738,,-0.035291689,0.946056556,
P_02739,,0.061160678,0.891553511,
P_02740,,0.267369219,0.674449424,
P_02741,,0.072204014,0.80803101,
P_00276,,0.056888062,0.913537962,
P_02742,,0.076734956,0.783213532,0.943950481
P_02743,,-0.625170724,0.043163521,0.261076964
P_02744,,0.428409163,0.547572245,
P_02745,,0.314710414,0.462085163,
P_02746,,0.112102628,0.697972179,0.917636962
P_02747,,0.118715068,0.730934708,
P_02748,,0.400760068,0.195039132,
P_02749,,0.001446705,0.996451258,
P_02750,relE,-0.429280675,0.197683902,
P_02751,relB,-0.121667792,0.723080467,
P_00277,,0.378267303,0.297494171,
P_02752,,-0.117245229,0.745191927,
P_02753,nepI_2,-0.110528205,0.671835265,0.904083575
P_02754,,-0.391152193,0.47841459,
P_02755,argP_3,0.008442542,0.98090364,
P_02756,proP_3,-0.35643031,0.243164876,
P_02757,hyuC_1,-0.134485321,0.702656044,
P_02758,aphA_2,-0.436214155,0.197695022,
P_02759,cynR_4,0.256557262,0.332923463,0.716340362
P_02760,ais_1,-0.303802262,0.400522212,
P_02761,proP_4,0.004990245,0.986849183,0.994839865
P_00278,,0.115273129,0.694651949,0.917117366
P_02762,,-0.366653282,0.287293943,
P_02763,nodD2_4,-0.28982653,0.267289228,0.649066079
P_02764,,-0.318885281,0.204903531,0.578469151
P_02765,pcpR_2,0.049900284,0.834918929,0.95592068
P_02766,yycB_2,-0.064080184,0.876970309,
P_02767,aruI,-0.063671938,0.840316123,
P_02768,ampR_1,-0.260079375,0.316970062,0.700706487
P_02769,yhdN,-0.51346862,0.030380603,0.209511372
P_02770,nagL_2,-0.85913958,0.004123866,0.061610557
P_02771,dmlR_8,-0.611529242,0.034480823,0.224757194
P_00279,,0.240649836,0.520278601,
P_02772,dmlR_9,0.191734538,0.641592874,
P_02773,,-0.932778987,0.028382822,
P_02774,feaB,-0.334984145,0.36208402,
P_02775,C2-hpah,-0.166374269,0.710607586,
P_02776,C1-hpah,-0.10915347,0.870879298,
P_02777,,0.190156796,0.642070366,
P_02778,steT_1,-0.193105274,0.533743653,
P_02779,,0.050774968,0.925934527,
P_02780,feaR,-0.749695382,0.017775382,
P_02781,ucpA_1,0.189062157,0.681681801,
P_00280,,-0.073508135,0.849808406,
P_02782,ucpA_2,0.34062769,0.499669642,
P_02784,,-0.184098159,0.700716115,
P_02785,puuB_2,0.077478632,0.824116342,
P_02786,slyA_4,0.329080722,0.32190635,
P_02787,hpcH,0.384142868,0.477577428,
P_02788,hpcG,-0.141089484,0.752395722,
P_02789,nicT_1,-0.27691236,0.528074618,
P_02790,hpcD,-1.434972649,0.071694637,
P_02791,hpcB,-0.767928269,0.031035911,
P_02792,betB_1,-0.565616128,0.045712761,0.267194308
P_00281,cdhR_2,-0.07725117,0.7785063,0.943048187
P_02793,hpcE_1,-0.477531498,0.244738488,
P_02794,hpcE_2,-0.873366499,0.024211297,
P_02795,rhaR_3,-0.222468542,0.550087962,
P_02796,,0.215855576,0.581647254,
P_02797,,0.170115387,0.653979571,
P_02798,ttgC,-0.339793189,0.336346476,
P_02799,,0.151197434,0.624460708,
P_02800,tycC_1,-0.148690483,0.560851633,0.855620664
P_02801,,-0.261077422,0.862299861,
P_02802,,0.095915761,0.941385808,
P_00282,,0.098618114,0.800589348,
P_02803,lptB_3,-0.041322924,0.945508883,
P_02804,,-0.299357805,0.375857707,
P_02805,arnT_3,-0.310263333,0.207499893,0.580727743
P_02806,arnT_4,-0.195524333,0.399319092,0.768518923
P_02807,ais_2,-0.060674188,0.83166787,0.95592068
P_02808,,-0.376656825,0.116833081,0.444370223
P_02809,,-0.273298675,0.265579979,0.647987168
P_02810,,-0.239866227,0.461259317,
P_02811,,0.012085718,0.983541138,
P_02812,,0.145652583,0.832286596,
P_00283,kce,-0.836496763,0.112098473,
P_02813,,-0.545551111,0.076627191,0.365054285
P_02814,,0.02305017,0.964292524,
P_02815,rbsB_1,0.426948625,0.236226546,
P_02816,rbsA_1,0.393579325,0.270678134,
P_02817,rbsC_1,-0.01934828,0.968455516,
P_02818,eltD_1,-0.163130672,0.655095651,
P_02819,xylB_2,-0.104321261,0.791909352,
P_02820,araB,0.881026644,0.309550802,
P_02821,golD_1,0.287832437,0.513329358,
P_02822,cytR,0.060983519,0.833472703,0.95592068
P_00028,,-0.02468083,0.958075928,
P_00284,uspA2,-0.064429197,0.775305793,0.943048187
P_02823,hdfR_1,-0.056732904,0.848220589,0.958412836
P_02824,,0.101228871,0.826993098,
P_02825,,0.045839615,0.960873062,
P_02826,,-0.001407784,0.999013075,
P_02827,,0.557627057,0.388521547,
P_02828,,-0.790387925,0.40220599,
P_02829,cpg2,-0.354347504,0.184011383,0.55078911
P_02830,dgcC_1,-0.141679983,0.599126717,0.875466342
P_02831,rhtB_3,-0.396846557,0.341754185,
P_02832,,0.026860705,0.94584392,
P_00285,,-0.087504149,0.772445611,
P_02833,rubA2,0.015405518,0.985081348,
P_02834,hisC_3,-0.315084461,0.228334395,0.602367391
P_02835,decR_2,-0.02289547,0.938007226,
P_02836,mdeA,0.436203486,0.068085458,0.340121516
P_02837,,0.02303981,0.92768461,0.976679019
P_02838,macB_1,0.218541423,0.469499233,
P_02839,macA_2,0.422935013,0.251565711,
P_02840,,0.171366501,0.667221236,
P_02841,dltA_1,0.195441855,0.663611983,
P_02842,tycC_2,-0.263782569,0.340531499,0.721841741
P_00286,fadB_1,-0.168234999,0.440250939,0.793056386
P_02843,grsB,-0.024394226,0.92775454,0.976679019
P_02845,kefC_1,0.117768905,0.629318816,0.885056958
P_02846,,0.16335442,0.55975061,0.855620664
P_02847,trkI_3,0.229693515,0.365584897,0.741291851
P_02848,rhaS_5,-0.099744618,0.703171033,0.918163191
P_02849,,0.10770781,0.647257655,0.896701536
P_02850,,0.096052224,0.786582663,
P_02851,,0.231053426,0.610439152,
P_02852,yhhS_1,0.428695936,0.102594322,0.42062546
P_02853,arfB,0.315107496,0.296290194,
P_00287,fadA_1,-0.367709138,0.109967076,0.432799819
P_02854,,0.358114525,0.383093709,
P_02855,mrpF,-0.202433437,0.681942465,
P_02856,mrpE,0.270166729,0.404407629,
P_02857,mrpD,0.360566904,0.128293044,0.463418298
P_02858,mnhC1,0.183517352,0.576437583,
P_02859,ndhB,0.352450878,0.120496423,0.451435068
P_02860,,0.501193811,0.044793995,0.264718214
P_02861,,0.204624135,0.452996071,0.799823229
P_02862,,0.19294062,0.43936908,0.793056386
P_02863,mdtA_5,-0.385979411,0.189378084,
P_00288,,0.139305699,0.603610025,0.875943576
P_02864,,-0.288497562,0.401276659,
P_02865,,-0.58124457,0.216879814,
P_02866,yknY_2,0.063909246,0.827558584,0.95592068
P_02867,,0.031265177,0.896697033,0.969639056
P_02868,,0.05420235,0.882226013,
P_02869,,0.016110507,0.950303417,0.982664247
P_02870,,-0.088219241,0.773185497,
P_02871,gapN,-0.799766367,0.001374829,0.03002916
P_02872,yfeX_1,0.129072864,0.660415133,0.901482938
P_02873,,-0.208752783,0.634328533,
P_00289,topA_2,0.235885671,0.282861176,0.664931812
P_02874,,0.203920309,0.540812738,
P_02875,,-0.602061442,0.087405934,
P_02876,,-0.663668845,0.173442445,
P_02877,,-0.594774935,0.043671058,0.261486345
P_02878,nat,-0.368391793,0.176595061,0.53931525
P_02879,,-0.312166986,0.181951166,0.547259289
P_02880,higA-2,0.161936471,0.641987119,
P_02881,higB-2,-0.033542021,0.910881156,
P_02882,nuoN,0.31930447,0.155034251,0.506607987
P_02883,nuoM,0.382773274,0.095307361,0.404974963
P_00290,,-0.024492892,0.919006624,0.974233507
P_02884,nuoL,0.33119167,0.144544225,0.488499421
P_02885,nuoK,0.567989027,0.042467227,0.259174987
P_02886,nuoJ,0.502462713,0.042893417,0.260923308
P_02887,nuoI,0.328211788,0.195875819,0.564503228
P_02888,nuoH,0.396018845,0.091136057,0.396266792
P_02889,nuoG,0.151924046,0.489303302,0.82567412
P_02890,nuoF,0.12916696,0.56259457,0.855620664
P_02891,nuoE,0.20655068,0.414112513,0.777632094
P_02892,nuoC,0.155933705,0.480435696,0.819978978
P_02893,nuoB,0.220695767,0.332404425,0.716340362
P_00291,,0.148035263,0.648390297,0.89793762
P_02894,ndhC,0.478512829,0.085444374,0.381319737
P_02895,aceA,-0.667116363,0.003750145,0.057641113
P_02896,,-0.196886355,0.501766562,0.829029116
P_02897,,1.036056718,6.50674E-05,0.003778951
P_02898,roxA,0.989928283,1.9231E-05,0.001436557
P_02899,purB_2,0.794392491,0.000894073,0.022632974
P_02900,hflD,0.461184788,0.07588673,0.36312485
P_02901,mnmA,0.413128586,0.085554469,0.381319737
P_02902,nudJ,-0.078316188,0.806050178,
P_02903,,0.950206648,0.424584216,
P_00292,sulA_1,-0.416007142,0.668994908,0.904083575
P_02904,icd_1,0.207964179,0.348218404,0.726995942
P_02905,icd_2,-0.583483474,0.008044039,0.094183341
P_02906,,-0.163559979,0.486312167,0.823227926
P_02907,clpS,-0.383605215,0.110779091,0.433884714
P_02908,clpA,-0.616986048,0.004533285,0.064872866
P_02909,,0.103036865,0.877464017,
P_02910,yadV_1,-0.097748429,0.802860583,
P_02911,,0.46654144,0.104667127,0.424464406
P_02912,htrE_1,0.022118722,0.944739229,
P_02913,yadV_2,-0.207170111,0.503131199,
P_00293,lexA_1,-0.415576395,0.206641166,0.580304327
P_02914,smf-1_1,-0.250688251,0.597653533,
P_02915,pdeG,0.149185454,0.588717608,0.868414927
P_02916,,-0.53565436,0.059357914,0.312723944
P_02917,,0.100645021,0.762241197,
P_02918,gloA,-0.2372181,0.30829543,0.692413367
P_02919,ahpF,-0.642126279,0.005204935,0.070777962
P_02920,ahpC_2,-1.180431419,4.92994E-05,0.003120901
P_02921,xerC_5,-0.54909267,0.019229519,0.159251113
P_02922,smc_1,0.373573886,0.173792034,0.533810235
P_02923,garB,-0.754268696,0.000584172,0.017111392
P_00029,trpB_1,-0.265049451,0.285497438,0.668547292
P_00294,betI_1,0.173210574,0.437253738,0.79254024
P_02924,,0.214337094,0.450863083,0.799100698
P_02925,gtaB,0.235503841,0.280056866,0.662452434
P_02926,,-0.118958661,0.803333401,
P_02927,smfA_1,0.041299785,0.937038359,
P_02928,papH,-0.179838724,0.779727749,
P_02929,papC,0.153246023,0.62113466,
P_02930,papD,0.165164026,0.737330475,
P_02931,smfA_2,0.237467252,0.690719643,
P_02932,yfcR,-0.39195875,0.521271608,
P_02933,yfcQ,-0.08390074,0.869794582,
P_00295,nagZ,0.292176178,0.223460568,0.596674576
P_02934,mrpA_2,-0.048246097,0.905643791,
P_02935,,0.201243657,0.482170577,0.82005245
P_02936,,-0.039203357,0.894154914,0.968581382
P_02937,,0.142618053,0.697311277,
P_02938,,0.347523437,0.193060215,0.559410322
P_02939,,-0.006533276,0.982777667,0.99287925
P_02940,,0.423493107,0.449474099,
P_02941,alkB,0.340341291,0.22582921,0.599242041
P_02942,ada,0.277970012,0.285881358,0.668772083
P_02943,,-0.049023155,0.843765198,0.95787105
P_00296,,0.031370597,0.910754169,0.972312476
P_02944,modA,0.211155359,0.370305041,0.746136378
P_02945,modB,0.407275271,0.158249532,0.510965482
P_02946,btuD_3,-0.065821993,0.812113165,0.954536593
P_02947,,-0.256076193,0.345109742,0.725779779
P_02948,ettA_2,-0.180093069,0.522045747,0.833621575
P_02949,,-0.354197548,0.197756231,0.567319355
P_02950,,-0.244378741,0.405789494,
P_02951,,0.858272898,0.117886605,
P_02952,ygaZ,0.789758323,0.068172811,
P_02953,,0.396595355,0.297286847,
P_00297,rapA_2,0.008317031,0.973913304,0.990892451
P_02954,,-0.067731987,0.824039398,
P_02955,arsB,0.000561926,0.998067761,0.998870066
P_02956,arsC,-0.504259544,0.126069185,
P_02957,,-0.205486191,0.484504078,0.821435648
P_02958,,-0.918073145,0.001855661,0.036671405
P_02959,mgtB,-1.682194713,1.34782E-09,8.3902E-07
P_02960,,-1.509417392,2.84546E-06,0.000287238
P_02961,,-1.233204023,0.000208761,0.008122094
