locus_tag,gene_name,logFC,Pvalue,q.value
P_03853,csdE,0.465605396,0.135329593,
P_03854,sufS_1,0.383381048,0.126200772,0.460762348
P_03855,dapD,-0.027557753,0.901530067,0.970388343
P_03856,yffB,-0.047034064,0.854566634,0.959292568
P_03857,nhaK,0.368944753,0.114390444,0.440857763
P_03858,dapL,-0.064436596,0.788376011,0.947067519
P_00386,yhdG,0.120402923,0.673916201,0.904447363
P_03859,glnD,-0.089079176,0.697490395,0.917636962
P_03860,map_2,-0.289149067,0.193004397,0.559410322
P_03861,rpsB,0.66634115,0.003027435,0.049371326
P_03862,tsf,0.443598942,0.04989997,0.282388467
P_03863,pyrH,0.524653256,0.024665613,0.184163873
P_03864,frr,0.33995682,0.130256755,0.467298002
P_03865,uppS,0.459985349,0.049186589,0.280048643
P_03866,cdsA,0.737026386,0.001352198,0.029884368
P_03867,dxr,0.542005491,0.015389236,0.13850312
P_03868,rseP,0.375170347,0.090495228,0.394884211
P_00387,,-0.667687501,0.85747945,
P_03869,bamA_1,0.417418473,0.060226328,0.314169464
P_03870,,0.108934192,0.630704518,0.885056958
P_03871,lpxD_2,0.355683945,0.123682016,0.456935876
P_03872,fabZ,0.375691657,0.139289743,0.477514952
P_03873,lpxA,0.606118047,0.024555348,0.18412956
P_03874,lpxB,0.669606234,0.006190565,0.079456218
P_03875,rnhB,0.472890867,0.095241777,0.404974963
P_03876,dnaE,0.187393143,0.401044084,0.768518923
P_03877,accA_2,-0.069818322,0.752903285,0.935673095
P_03878,tilS,0.077372874,0.764442806,0.939844193
P_00388,kdpA,-0.050909946,0.904837164,
P_03879,pyrG_2,0.467849388,0.031593353,0.213770245
P_03880,kdsA,0.387760527,0.092392692,0.399405907
P_03881,eno,0.231441091,0.291354059,0.675485667
P_03882,ftsB,0.304610528,0.273053737,0.655726698
P_03883,ispD,0.421447675,0.127328845,0.462170298
P_03884,lplT,-0.072646348,0.779627365,0.943048187
P_03885,,-0.07817253,0.767523754,0.941136317
P_03886,mdtL_4,0.043795832,0.866729436,0.963749462
P_03887,,-0.083719865,0.72974399,0.929832799
P_03888,yadH,0.147757377,0.52925435,0.835245802
P_00389,kdpB,0.199251808,0.565799591,
P_03889,yadG,-0.01647329,0.942801098,0.980872847
P_03890,gstB_3,-0.217769836,0.346392741,0.72602519
P_03891,,-0.324222123,0.178729941,0.543170324
P_03892,fadE_1,-0.515659938,0.017527386,0.152139491
P_03893,,0.379110573,0.137365221,0.476477407
P_03894,dmlR_13,-0.216861561,0.477451273,
P_03895,alaS_1,0.184052742,0.650887983,
P_03896,phoD_2,0.033175809,0.913656079,
P_03897,,-0.87774929,0.272345574,
P_03898,exbD_3,0.649506612,0.677923747,
P_00390,kdpC,-0.939682635,0.059198011,
P_03899,,-0.118567777,0.862115102,
P_03900,,-0.115561614,0.726268445,
P_03901,,-0.060693782,0.878717401,
P_03902,,-0.035821873,0.935323892,
P_03903,dapE_2,-0.218544338,0.349700613,0.728578193
P_03904,nqrF,-0.092777698,0.740842271,0.933866312
P_03905,gabR_2,0.208208321,0.454602167,0.799823229
P_03906,gltS,0.389755079,0.137300855,0.476477407
P_03907,,0.472483732,0.232636334,
P_03908,potF,0.089039974,0.749054936,0.935074931
P_00391,kdpD,-0.160238592,0.579630052,0.862860998
P_03909,malT_4,-0.404590358,0.179354528,
P_03914,,0.003493583,0.9885366,0.995343961
P_03915,catD_2,-0.354921841,0.166791931,0.522838126
P_03916,mcpQ_3,0.136471572,0.666253148,
P_03917,norG_4,0.469938611,0.08390573,0.377575784
P_03918,linC,0.371403576,0.170380102,0.528107619
P_03919,yfmJ,-0.099641975,0.678562214,0.908690036
P_03920,,-0.04086563,0.906228953,
P_03921,,0.247622272,0.459053837,
P_03922,nagE,0.169754656,0.586255546,0.867193847
P_00392,kdpE,-0.342423765,0.228508213,0.602367391
P_03923,,0.148119193,0.626753303,0.885000121
P_03924,,-0.320108761,0.26675859,0.648918856
P_03925,agaA,-0.784867368,0.011902508,
P_03926,yvoA_2,-0.302206656,0.288826913,0.672250727
P_03927,,0.253392015,0.395035477,
P_03928,nudC_1,-0.064151002,0.808493415,0.952831922
P_03929,nudL,0.008895372,0.970728141,0.988729099
P_03930,yrdA_2,-0.135156913,0.602331071,0.875712943
P_03931,,0.419235789,0.366923815,
P_03932,,0.048383447,0.888797344,
P_00393,,-0.380901737,0.133322809,0.470426331
P_03933,purT,0.064260158,0.774946603,0.943048187
P_03934,yhjE_1,-0.399685785,0.108876087,0.431232435
P_03935,,0.218764692,0.443441163,0.795647849
P_03936,ypjD,0.09172029,0.713358152,0.92198932
P_03937,ffh,0.17611818,0.427660995,0.785671047
P_03938,rpsP,0.495141548,0.02492397,0.184697214
P_03939,rimM,0.738212182,0.001737782,0.035084409
P_03940,trmD,0.741302338,0.001589872,0.033174151
P_03941,rplS,0.571150694,0.010163301,0.108456943
P_03942,,0.405002546,0.246192758,
P_00039,,0.340466273,0.50326891,
P_00394,,0.060045018,0.795626197,0.949110139
P_03943,nhaP2_2,0.340782372,0.130512877,0.467298002
P_03944,xerD_3,0.215421902,0.403208779,0.769631267
P_03945,dsbC,0.068509283,0.776369125,0.943048187
P_03946,hom,0.177711319,0.431893586,0.788089811
P_03947,thrC,0.010672578,0.96281519,0.986859148
P_03948,bvgS_2,-0.126255579,0.630034321,0.885056958
P_03949,rssB_8,-0.005866468,0.985821532,
P_03950,rcsB_4,-0.052784563,0.856700569,
P_03951,,-0.688515449,0.005968436,0.077403156
P_03952,smtB,-0.262215325,0.271158958,0.653606706
P_00395,,-0.03896826,0.865407573,0.963598777
P_03953,yaeQ,-0.204866143,0.485524111,
P_03954,recJ,0.478066577,0.043338077,0.261076964
P_03955,,0.158514767,0.718355382,
P_03956,,0.754575674,0.029793226,
P_03957,,0.681977743,0.021643475,0.171350628
P_03958,,1.959375391,5.38094E-08,1.43556E-05
P_03959,ppsC,0.295531634,0.185696161,0.551813912
P_03960,nemA_2,1.26745535,1.57028E-05,0.001274997
P_03961,hchA_2,0.862449859,0.003020107,0.049371326
P_03962,nemR_3,1.315238459,2.82347E-05,0.002028011
P_00396,tesB_1,-0.049533352,0.838593493,0.956526838
P_03963,cdhR_8,0.20888056,0.390196562,0.763171999
P_03964,,0.409263859,0.231956678,
P_03965,uppP_1,-0.041585665,0.859109993,0.959796055
P_03966,yfeX_2,0.066908812,0.782672341,0.943907392
P_03967,,0.31092256,0.47814824,
P_03968,camA,-0.213789157,0.541706919,
P_03969,ndoA,0.074518501,0.936029017,
P_03970,,0.273557304,0.413368367,
P_03971,,-0.065488443,0.814695909,0.954536593
P_03972,norR_4,-0.432234277,0.079668351,0.36781371
P_00397,,-0.237679508,0.36721777,0.74367574
P_03973,iolG_3,0.650643914,0.13109604,
P_03974,otnI,0.178163868,0.69332979,
P_03975,thpA_1,-0.37557113,0.223393524,
P_03976,yghU,-0.481318462,0.034024361,0.223492089
P_03977,mug,-0.391006694,0.229707675,
P_03978,yibF_2,-0.28088118,0.266766623,0.648918856
P_03979,,-0.577906985,0.036276886,0.232408526
P_03980,mro,-0.42222288,0.195001027,
P_03981,rbsC_3,-0.417862142,0.236380863,
P_03982,araG_2,-0.40284577,0.156003172,0.508439657
P_00398,,-0.088444844,0.839060379,
P_03983,araF_1,-0.945307611,0.004599288,
P_03984,,-0.633198881,0.036691896,
P_03985,,-0.929704533,0.000915103,0.022857611
P_03986,,-1.003545874,0.000945782,
P_03987,ttuB_3,-1.302573183,4.16506E-07,6.64931E-05
P_03988,araC,-1.748196335,3.12586E-09,1.66787E-06
P_03989,lutR_6,-0.121340983,0.620084205,0.883146147
P_03990,,-0.395577295,0.276469585,
P_03991,aspS,0.22194974,0.311162114,0.697532166
P_03992,,0.43197607,0.077079237,0.365958073
P_00399,,0.148115222,0.815768246,
P_03993,,0.078016638,0.740008247,0.933866312
P_03994,,-0.142932483,0.527695827,0.83523824
P_03995,,-0.282634026,0.20076772,0.572855184
P_03996,slyX,-0.437932151,0.414590072,
P_03997,,0.188163429,0.453815376,0.799823229
P_03998,oprD_5,-0.374854779,0.119877763,0.45044612
P_03999,mscS,0.035549536,0.873005631,0.963757813
P_04000,,-0.312011279,0.161468072,0.516338397
P_04001,panE,-0.062628179,0.795245088,0.948958596
P_04002,rcsC_11,0.037275058,0.884169536,0.966633691
P_00400,,0.305142274,0.37277215,
P_04003,cobO_1,-0.082204549,0.807381319,
P_04004,thiE_1,-0.083633098,0.721313657,0.924978298
P_04005,argJ,-0.149759479,0.506389936,0.829029116
P_04006,secA,-0.042115481,0.849356956,0.959282803
P_04007,,2.74382E-05,0.999918829,0.999918829
P_04008,,-0.227542445,0.303925075,0.687935707
P_04009,pctA,-0.199795044,0.382751261,0.755840972
P_04010,mgtA_2,-0.431979667,0.05660202,0.303747909
P_04011,,-0.506197101,0.07891201,0.36622532
P_04012,,-0.190804539,0.479500871,0.81992666
P_00401,gabP_1,-0.241547582,0.306105991,0.689846625
P_04013,purU_4,0.210164519,0.368600411,0.744576818
P_04014,,-0.813412953,0.038892991,
P_04015,sbcB,-0.026114404,0.912740521,0.972832448
P_04016,,0.056412507,0.83484336,0.95592068
P_04017,,-0.056539153,0.820578719,0.955510056
P_04018,,-0.171122849,0.58047977,
P_04019,,0.342627476,0.229687538,0.602833186
P_04020,,0.29918506,0.330456162,
P_04021,,0.037533403,0.914023146,
P_04022,,-0.055644619,0.844861004,0.95787105
P_00402,occP,0.034237452,0.884921093,0.966992475
P_04023,,-0.090797032,0.739971482,0.933866312
P_04024,pykA,0.141473358,0.53036251,0.835245802
P_04026,fbpA,0.489026497,0.058960896,0.312723944
P_04027,,0.576069772,0.023771759,0.179731818
P_04028,,-0.417413597,0.108318605,0.429936228
P_04029,purA,0.341419184,0.174535136,0.534887438
P_04030,hisZ,0.498886322,0.045845805,0.267327791
P_04031,hflC,0.034241623,0.875964401,0.964826611
P_04032,hflK,0.179929469,0.409566259,0.775725141
P_04033,hflX,0.084381874,0.702170945,0.918163191
P_00403,artJ_1,-0.34027652,0.152753295,0.504450537
P_04034,hfq,0.062094963,0.785622945,0.945024702
P_04035,miaA,-0.020011776,0.927779695,0.976679019
P_04036,mutL,0.146887616,0.512859694,0.829029116
P_04037,amiC_2,0.16596061,0.481532754,0.82005245
P_04038,tsaE,0.153474188,0.526703463,0.83523824
P_04039,nnr,0.03387026,0.882409575,0.966633691
P_04040,queG,0.236608021,0.308293946,0.692413367
P_04041,,0.329691169,0.25742422,0.639528675
P_04042,orn,0.043309093,0.865784377,0.963598777
P_04043,rsgA,0.205287808,0.417519105,0.77997231
P_00004,,0.255409132,0.496819412,
P_00040,,-0.002208082,0.997074319,
P_00404,artQ_1,0.112542122,0.706961493,0.920753426
P_04044,,0.523870416,0.132707665,
P_04045,motB_2,0.039807692,0.874607019,0.963757813
P_04046,motA,-0.02888328,0.901225083,0.970388343
P_04047,,0.140892961,0.536269807,0.839466777
P_04048,rhdA,-0.140151785,0.544544072,0.845608645
P_04049,psd,-0.029502408,0.900338361,0.970388343
P_04050,serB2,-0.026055457,0.909693862,0.97216211
P_04051,,0.379718436,0.093806673,0.402357219
P_04052,,-0.022359532,0.920210233,0.974233507
P_04053,parC,0.093779356,0.671175558,0.904083575
P_00405,occM_1,-0.150101178,0.649676489,
P_04054,,-0.088878587,0.708151691,0.92158417
P_04055,parE,-0.086016179,0.699039712,0.917636962
P_04056,,-0.042691251,0.860123805,0.960039644
P_04057,,0.496191495,0.158100563,
P_04058,,0.160672975,0.549600784,0.848598152
P_04059,,0.105521276,0.700775846,0.918163191
P_04060,umuC_2,0.157071317,0.777674239,
P_04061,umuD_2,-0.206150022,0.546219592,
P_04062,,0.036614683,0.950014225,
P_04063,,-0.290489932,0.349186234,
P_00406,,0.012783663,0.974512222,
P_04064,,0.005345322,0.985969922,0.994490321
P_04065,,0.03586455,0.95089816,
P_04066,,0.142977349,0.570112264,0.857579262
P_04067,,0.179537781,0.455899361,0.800028181
P_04068,,-0.310568822,0.321124462,
P_04069,,-0.02132957,0.937745599,0.979927199
P_04070,xerC_6,-0.216261832,0.43921205,0.793056386
P_04075,clpB,-1.22616712,1.99643E-06,0.00023302
P_04076,yfiH,0.439168761,0.072717776,0.353646999
P_04077,rluD,0.425108262,0.064327997,0.328679982
P_00408,intA_1,-0.310152689,0.208109495,0.580727743
P_04078,bamD_1,0.19516958,0.394715636,0.764969232
P_04079,,0.088884027,0.766133793,
P_04080,thiO_1,0.251238656,0.296705508,0.678188777
P_04081,,0.068102348,0.844260412,
P_04082,,0.020184605,0.964792679,
P_04083,,0.146073034,0.699565618,
P_04084,,-0.13375572,0.790248095,
P_04085,,0.169886802,0.642466908,
P_04086,ispH,0.279260744,0.216840083,0.590304453
P_04087,fkpB,0.190107493,0.424724794,0.783488218
P_00409,,-0.438571074,0.201629113,
P_04088,lspA,0.257490039,0.27729001,0.658409527
P_04089,ileS,0.338681085,0.120383062,0.451435068
P_04090,ribF,0.237240635,0.286132143,0.668772083
P_04091,murJ_2,0.274430151,0.269842097,0.651914769
P_04092,rpsT,0.362798061,0.11365047,0.440009046
P_04093,slyD,-0.160842057,0.476510783,0.818284035
P_04094,pta,0.074273958,0.746623573,0.935074931
P_04095,yihG_2,0.270240711,0.326932658,0.710434657
P_04096,,0.248807776,0.422534106,
P_04097,,0.012648586,0.966192727,0.988151652
P_00410,,0.026922192,0.94083861,
P_04098,,0.454844838,0.057278992,0.306061567
P_04099,nhaP_2,0.081524717,0.850279722,
P_04100,oxyR_2,-0.131263939,0.621620082,0.883146147
P_04101,,0.125826101,0.791868403,
P_04102,gltP_2,0.153261943,0.603585204,
P_04103,yfdC,0.021146286,0.929782397,0.977012762
P_04104,,-0.256989917,0.374015787,0.747859959
P_04105,,-0.368202695,0.148545398,0.498024671
P_04106,ahcY,0.26839201,0.221482008,0.594819749
P_04107,metF,0.424223737,0.067186012,0.338100829
P_00411,,0.296201436,0.194863831,0.562889719
P_04108,,0.466854396,0.063446907,0.325514006
P_04109,,0.142348135,0.567354487,0.857228564
P_04110,rhlE_3,0.596321572,0.009197509,0.10288413
P_04111,yceI,-0.633828909,0.005710691,0.075636278
P_04112,yceJ_2,-0.559247809,0.024843613,0.184697214
P_04113,bioA,-0.427186195,0.079255936,0.367271614
P_04114,rsmE,-0.228733233,0.404737136,0.769701224
P_04115,gltI_2,-0.265072946,0.411819965,
P_04116,yabJ_3,-0.480742445,0.465508788,
P_04117,dadA1_1,-0.028004683,0.917629486,0.97395457
P_00412,,0.170776429,0.439589531,0.793056386
P_04118,,-0.23001994,0.399922782,0.768518923
P_04119,,0.043276624,0.886613117,
P_04120,gltC_2,-0.079902482,0.806606714,
P_04121,,0.199007807,0.473898047,0.816048504
P_04122,,0.085573174,0.772288598,0.943048187
P_04123,fabD_1,0.312479371,0.217303135,0.590456134
P_04124,mdcG,0.232420899,0.338912427,0.720044321
P_04125,madD,0.122475008,0.601903963,0.875712943
P_04126,madC,0.304369253,0.192638865,0.559410322
P_04127,mdcC,0.336503326,0.218331585,0.591924707
P_00413,,0.177098845,0.438591009,0.793056386
P_04128,citG,0.394861134,0.093249572,0.401621769
P_04129,madA,0.535863686,0.018786522,0.157393481
P_04130,,-0.115775885,0.733608076,
P_04131,,0.289136836,0.218088854,0.591924707
P_04132,nhaA_3,-0.056892282,0.816946568,0.955510056
P_04133,ppiD,-0.262683877,0.240467751,0.617707737
P_04134,hupB_4,-0.522210399,0.018201216,0.155173279
P_04135,lon_3,-0.718160365,0.000884169,0.022632974
P_04136,clpX,-0.233847699,0.279494386,0.661960388
P_04137,clpP_1,-0.011736612,0.957134046,0.984352242
P_00414,,-0.526108741,0.050901285,0.28438237
P_04138,tig,0.070052267,0.749562073,0.935074931
P_04139,,0.058939685,0.791355504,0.948255633
P_04144,folD_2,0.233983832,0.329563864,0.712269628
P_04145,,0.113394005,0.727531019,
P_04146,,0.090705558,0.800825643,
P_04147,,0.293425063,0.507247179,
P_04148,pbpG,0.065732136,0.794310831,0.948449794
P_04149,,-0.086333349,0.751261209,0.935320205
P_04150,,-0.226026761,0.543517701,
P_04151,,-0.034199289,0.930991468,
P_00041,,0.207229999,0.577927252,
P_00415,,0.674992896,0.008630063,0.099485444
P_04152,cusA,-0.030402326,0.919833896,
P_04153,mdtA_7,0.023673835,0.942752229,
P_04154,mepC_1,-0.501607003,0.242253326,
P_04155,hyuC_2,-0.681648834,0.014038613,0.131478908
P_04156,pucI_2,-0.539286478,0.048641592,0.277792576
P_04157,dht,-0.369104123,0.14161386,0.482598328
P_04158,preT,-0.445233931,0.135792599,
P_04159,preA,-0.737531851,0.021994262,
P_04160,moeA,0.191792505,0.413456406,0.777632094
P_04161,moaB,0.015506661,0.949692923,0.982424549
P_00416,,-0.424226021,0.155367716,
P_04162,mobA,0.10504531,0.69992375,0.917912642
P_04163,ygdR,-0.258028494,0.293002942,0.677159238
P_04164,,-0.178624413,0.511318955,0.829029116
P_04165,,-0.316713735,0.378510728,0.751104523
P_04166,,0.803598721,0.009831073,0.106510321
P_04167,kefC_2,-0.136582444,0.606568276,0.878453862
P_04168,amtB_2,-0.455052331,0.106389917,0.426816692
P_04169,yqjD_2,-0.236398042,0.306229104,0.689846625
P_04170,,-0.093014142,0.680907912,0.909581921
P_04171,,-0.170093849,0.463373929,0.806853904
P_00417,hicd,-0.070704552,0.801489917,0.951848916
P_04172,dgt,0.262398289,0.252897329,0.633940621
P_04173,cheY_2,0.204303066,0.63283563,
P_04174,bvgA_3,-0.484337705,0.450705163,
P_04175,bvgS_3,0.014440113,0.958524525,0.984352242
P_04176,msrC,-0.182760368,0.513717143,0.829029116
P_04177,,-0.186083076,0.441503106,0.793479753
P_04178,rcsC_12,-0.103069112,0.679023799,0.908690036
P_04179,gpx1,-0.138634694,0.574824928,0.860854493
P_04180,msrB,-0.070932316,0.761006122,0.9383816
P_04181,alaA,0.192877765,0.410334173,0.776392167
P_00418,,-0.385864964,0.275700189,
P_04182,htpX,-0.243547676,0.262067163,0.643961088
P_04183,tpm,0.036023206,0.892591665,0.968292149
P_04184,ygiD,-0.245715087,0.370836006,0.746136378
P_04185,deaD,1.182610063,1.74673E-05,0.001359177
P_04186,caiD_2,-0.094061339,0.708791787,0.92198932
P_04187,speE_1,-0.006939627,0.979927573,0.992670454
P_04188,aroH_2,0.237576565,0.316324809,0.700706487
P_04189,,-0.290188785,0.271761253,0.654434738
P_04190,,-1.192571344,0.01904272,
P_04191,hdfR_4,-0.369269772,0.132884259,0.469557906
P_00419,rutF,0.047205194,0.915826053,
P_04192,,-0.050938924,0.866478463,
P_04193,dmlR_14,0.039744274,0.896959483,
P_04194,ohrR,-0.503227487,0.086479814,
P_04195,curA_2,1.228081485,4.60688E-05,0.00301872
P_04196,nemR_4,0.71062815,0.001391004,0.030205806
P_04197,,0.817168981,0.010951232,0.113935516
P_04198,,0.229391331,0.448175486,
P_04199,,0.32912379,0.215963126,0.58920546
P_04200,emrB_2,0.363474134,0.138188606,0.476477407
P_04201,emrK_1,0.331861779,0.21951387,0.592830299
P_00420,,-0.233674771,0.55548268,
P_04202,ltrA,0.365966537,0.345419715,
P_04203,,0.139286577,0.625128069,0.88374464
P_04204,,-0.215554219,0.686948842,
P_04205,,-1.016430095,0.10444784,
P_04206,efe,-0.154691178,0.619418622,0.883146147
P_04207,hutH_3,-0.298336174,0.359874662,
P_04208,lldD_3,0.272697235,0.499188067,
P_04209,,-0.357885386,0.307514618,
P_04210,fliY_4,-0.38994101,0.30752621,
P_04211,artQ_4,0.048484216,0.930206529,
P_00421,lldD_1,-0.095924334,0.801766222,
P_04212,yecS_5,-0.28871129,0.603505054,
P_04213,glnQ_9,-0.149985878,0.723400692,
P_04214,hisC_4,-0.485393701,0.244410928,
P_04215,dasR,0.088992632,0.788815915,
P_04216,etfA_1,0.027671406,0.936171294,
P_04217,etfB_1,0.385414211,0.215453795,
P_04218,,0.180252965,0.658018699,
P_04219,acrC,0.26799269,0.448014417,
P_04220,uctC_3,-0.778166925,0.070471101,
P_04221,hutU_2,-0.238502455,0.610390491,
P_00422,,0.064458513,0.863431691,
P_04222,hutU_3,-0.727171578,0.209881158,
P_04223,yvoA_3,-0.087859284,0.748771072,0.935074931
P_04224,,-0.389619163,0.539400052,
P_04225,,0.301475999,0.485093496,
P_04226,,-0.033922394,0.906302259,0.971934496
P_04227,,-0.013203392,0.957995121,0.984352242
P_04228,bdlA_3,-0.68978146,0.005042069,0.069491242
P_04229,,-0.148887414,0.778068037,
P_04230,oprD_6,-0.253356988,0.571200986,
P_04231,czcR_4,0.075672859,0.798021427,0.950176016
P_00423,,-0.567034849,0.152058709,
P_04232,czcS_2,0.041858545,0.895140291,0.968805849
P_04233,czcA_2,-0.043607781,0.894783866,
P_04234,czcB,-0.185645941,0.78755677,
P_04235,czcC,-0.29750108,0.450015064,
P_04236,czcD,-0.452687186,0.152301182,
P_04237,gntT_2,0.086006587,0.746107194,0.935074931
P_04238,,0.197955683,0.58699449,
P_04239,,0.033904914,0.893232866,0.968455647
P_04240,proP_5,0.08476461,0.80238913,
P_04241,atoE,-0.119348217,0.630858613,0.885056958
P_00424,rutA,-0.185028975,0.512236089,0.829029116
P_04242,,0.07343691,0.779310289,0.943048187
P_04243,,0.059670867,0.874118616,
P_04244,,-0.077545735,0.78606712,0.94525457
P_04245,,-0.398000911,0.197378877,
P_04246,can,-0.329506461,0.193611754,0.560139351
P_04247,,-0.518634621,0.031451661,0.213585372
P_04248,rimI,0.14604163,0.592538486,0.870968613
P_04249,,0.066196684,0.786946631,0.946007617
P_04250,,-0.050021644,0.828315504,0.95592068
P_04251,,0.057915239,0.819624462,0.955510056
P_00042,,-0.125622216,0.617681033,0.883146147
P_00425,mdtL_1,-0.19126768,0.593172142,
P_04252,,0.067542427,0.7656122,0.940026813
P_04253,,-0.03071028,0.898551941,0.970099548
P_04254,pqiA_3,0.02470773,0.938963048,
P_04255,pqiA_4,0.073126083,0.793867702,0.948449794
P_04257,,0.362772423,0.107208214,0.427802006
P_04258,cysK_2,-0.50281675,0.032491132,0.217318066
P_04259,,-0.402234027,0.087705245,0.386752172
P_04260,,-0.136222407,0.545606891,0.845608645
P_04261,,-0.090682832,0.697723465,0.917636962
P_04262,ybgK_2,-0.199246026,0.470901766,0.814695306
P_00426,fgd_1,-0.314475876,0.393582626,
P_04263,kipI,-0.034604236,0.905258521,0.971934496
P_04264,,-0.063377054,0.805309377,0.952558679
P_04265,gltR_4,-0.197002783,0.488042401,0.824813742
P_04266,,0.353154958,0.182439444,0.547758299
P_04267,yafJ,0.20614622,0.423439742,0.782583702
P_04268,,0.107141721,0.659597173,0.901482938
P_04269,ptrB,-0.325837921,0.157438985,0.510094488
P_04270,,0.086657892,0.770812439,
P_04271,speE_2,0.149583383,0.59930387,0.875466342
P_04272,,-0.050983132,0.842052209,0.95787105
P_00427,mdtL_2,-0.424040492,0.168368704,0.524484661
P_04273,trmL_2,0.363630553,0.250584615,
P_04274,,-0.595807892,0.012123498,0.121006161
P_04275,,0.383418488,0.106741024,0.427307316
P_04276,,0.502494672,0.078911099,0.36622532
P_04277,rutE,-0.432231556,0.083125939,0.375878187
P_04278,ghrA_1,0.553562791,0.039259589,0.246669318
P_04279,ycgL,0.613976666,0.116416704,
P_04280,rnd,0.201257672,0.417864683,0.77997231
P_04281,ubiE_2,0.062530663,0.839342639,
P_04282,puuA_2,-0.027672161,0.920865607,0.974233507
P_00428,pgrR_1,0.016314799,0.948360684,0.981902032
P_04283,pheC_2,-0.120679494,0.666820516,0.903871131
P_04284,cynR_5,0.084616887,0.757781773,0.938289081
P_04285,cynT_2,-0.328791735,0.450878382,
P_04286,cynS,0.206151857,0.666312423,
P_04287,,-0.151678611,0.611111414,
P_04288,bmr3,-0.188663294,0.456026773,0.800028181
P_04289,pobA,-0.346468057,0.383215836,
P_04290,btr,-0.343922379,0.130492882,0.467298002
P_04291,,0.014479769,0.963653218,
P_04292,dmlR_15,0.071159716,0.779268952,0.943048187
P_00429,oprD_2,-0.334164746,0.125915164,0.460492179
P_04293,,-0.232302668,0.443142249,
P_04294,,-0.157441567,0.58493587,0.866614627
P_04295,ynfM_2,-0.07044097,0.824593806,
P_04296,benM_2,-0.204019414,0.51701503,
P_04297,,0.412594296,0.369833566,
P_04298,fabF_2,0.082683633,0.783737835,
P_04299,fabG_5,0.351407714,0.290863129,
P_04300,,0.246283725,0.530252548,
P_04301,,-0.018589835,0.956669017,
P_04302,,0.117234042,0.82622594,
P_00430,,-0.282103826,0.60669721,
P_04303,ubiE_3,0.264764484,0.460960518,
P_04304,kmo,0.244266769,0.387171141,0.761105981
P_04305,,0.621996383,0.025231779,0.185879084
P_04306,lolA_1,0.892390477,0.034366703,
P_04307,,0.012663348,0.982559721,
P_04308,hutH_4,0.41531555,0.154672615,
P_04309,,0.474030942,0.145843996,
P_04310,arnC_3,0.24904084,0.428581682,
P_04311,acs_1,0.36363154,0.154504134,0.506204333
P_04312,,0.194106135,0.529791969,
P_00431,fiu,0.036227416,0.909466821,
P_04313,acpP_2,0.25961563,0.542535355,
P_04314,acpP_3,0.054879954,0.858856772,
P_04315,,0.403434516,0.159417953,0.513198517
P_04316,,0.172183601,0.557145409,
P_04317,soj_5,-0.15717201,0.512173156,0.829029116
P_04318,,-0.514571254,0.098350598,
P_04319,trxC,-0.896964527,0.000109275,0.005555469
P_04320,higB_2,-0.155687984,0.683525465,
P_04321,higA,-0.213264036,0.533551128,
P_04322,,-0.419909108,0.077916498,0.36622532
P_00432,,-0.169026307,0.79550334,
P_04323,mscK,0.452446129,0.045928403,0.267327791
P_04324,nhaP2_3,-0.095540139,0.688880246,0.912532224
P_04325,,0.754769622,0.00353135,0.05541845
P_04326,,0.465271312,0.185086555,
P_04327,,0.740770385,0.014627455,
P_04328,dmdC_4,0.420657082,0.119008162,0.448080126
P_04329,,-0.328318736,0.165037128,0.522384468
P_04330,,0.292081126,0.416676932,
P_04331,cheB_4,0.051006342,0.857301001,0.959292568
P_04332,,0.159338569,0.575063391,0.860866439
P_00433,,0.653860379,0.741352849,
P_04333,fliJ,0.167150786,0.718070683,
P_04334,fliI,0.57333272,0.027293451,0.19641819
P_04335,,0.361322694,0.166049029,0.522838126
P_04336,fliG,0.238363393,0.411807034,0.777210345
P_04337,fliF,0.591640525,0.013338827,0.128073311
P_04338,fliE,0.485008125,0.034876143,0.226543292
P_04339,atoC_3,0.10169564,0.695957237,0.917543339
P_04340,atoS,0.200563279,0.392602191,0.764929152
P_04341,norR_5,0.086481392,0.697130723,0.917636962
P_04342,,-0.089456453,0.716902117,0.922347349
P_00434,aguA,-0.144937024,0.538430298,0.841086225
P_04343,fliS,-0.056550029,0.808626577,0.952831922
P_04344,fliD,-0.040581275,0.852529334,0.959292568
P_04345,,-0.245802639,0.315764192,0.700706487
P_04346,,-0.371518504,0.085137053,0.380822624
P_04347,fabH,-0.146476888,0.537418925,0.84020916
P_04348,,0.045822623,0.841004146,0.95787105
P_04349,,0.289932955,0.197350531,0.567319355
P_04350,,0.163253814,0.494160632,0.828034975
P_04351,flgI,-0.194502507,0.486810662,0.823314622
P_04352,flgH,-0.119678468,0.734117138,0.931044996
P_00043,,-0.161836727,0.541329778,0.844203224
P_00435,argD_3,-0.427207008,0.060974574,0.316305602
P_04353,flgG,0.009644901,0.975462559,0.991928303
P_04354,flgF,-0.284351256,0.222933304,0.596458374
P_04355,tyrR_1,0.385606736,0.108153474,0.429737473
P_04356,phhA,0.840820495,0.000650413,0.018295232
P_04357,,0.370817983,0.187300543,0.554812777
P_04358,aspC_2,0.324066716,0.161901479,0.517281457
P_04359,hexR_2,-0.096166791,0.680478016,0.909332876
P_04360,,-0.23785276,0.360135439,0.736201854
P_04361,uvrD,-0.0486232,0.827787058,0.95592068
